"","time1","time1","idf"
"交換",0.00223500438330837,0.00223500438330837,1
"店",0.00223500438330837,0.00223500438330837,1
"店主",0.00223500438330837,0.00223500438330837,1
"複数",0.00223500438330837,0.00223500438330837,1
"検定",0.00223500438330837,0.00223500438330837,1
"市",0.00223500438330837,0.00223500438330837,1
"不満",0.00223500438330837,0.00223500438330837,1
"実名",0.00223500438330837,0.00223500438330837,1
"パック",0.00446655168189095,0.00446655168189095,1
"自由",0.00223500438330837,0.00223500438330837,1
"時間",0.00223500438330837,0.00223500438330837,1
"航空",0.00223500438330837,0.00223500438330837,1
"具現",0.00223500438330837,0.00223500438330837,1
"話",0.0066946525740084,0.0066946525740084,1
"二人",0.0066946525740084,0.0066946525740084,1
"シャットアウト",0.00223500438330837,0.00223500438330837,1
"絵心",0.00446655168189095,0.00446655168189095,1
"チケット",0.00223500438330837,0.00223500438330837,1
"契機",0.00223500438330837,0.00223500438330837,1
"有料",0.00223500438330837,0.00223500438330837,1
"排除",0.00223500438330837,0.00223500438330837,1
"プロフィール",0.0199914751874662,0.0199914751874662,1
"ジャンル",0.00223500438330837,0.00223500438330837,1
"お酒",0.00446655168189095,0.00446655168189095,1
"閉鎖",0.00223500438330837,0.00223500438330837,1
"空間",0.00223500438330837,0.00223500438330837,1
"個々",0.00223500438330837,0.00223500438330837,1
"状況",0.00223500438330837,0.00223500438330837,1
"訳",0.00223500438330837,0.00223500438330837,1
"画面",0.0066946525740084,0.0066946525740084,1
"認識",0.00223500438330837,0.00223500438330837,1
"取っ手",0.00223500438330837,0.00223500438330837,1
"半分",0.00223500438330837,0.00223500438330837,1
"安心",0.00223500438330837,0.00223500438330837,1
"自然",0.00223500438330837,0.00223500438330837,1
